@N: MF284 |Setting synthesis effort to medium for the design
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/demodulate.sv":51:0:51:8|Removing sequential instance demodulate_inst.state[2] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/demodulate.sv":51:0:51:8|Removing sequential instance demodulate_inst.state[0] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/demodulate.sv":51:0:51:8|Removing sequential instance demodulate_inst.state[1] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/qarctan.sv":56:0:56:8|Removing sequential instance demodulate_inst.qarctan_inst.state[1] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/qarctan.sv":56:0:56:8|Removing sequential instance demodulate_inst.qarctan_inst.state[0] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/read_iq.sv":29:0:29:8|Removing sequential instance read_iq_inst.count[1] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/read_iq.sv":29:0:29:8|Removing sequential instance read_iq_inst.count[0] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/read_iq.sv":29:0:29:8|Removing sequential instance read_iq_inst.state[0] (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: BN362 :"/home/mwp8699/CE387-Assignments/final_project/sv/fifo.sv":63:4:63:12|Removing sequential instance read_iq_fifo_in_inst.empty (in view: work.fm_radio(verilog)) of type view:ALTERA_APEX.S_DFF_N(PRIM) because it does not drive other instances.
@N: FA100 :"/home/mwp8699/CE387-Assignments/final_project/sv/demodulate.sv":87:4:87:7|Instance "demodulate_inst.imag_rd_en_i" with "191" loads has been replicated "6" time(s) due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[6]" with "38" loads has been buffered by "1" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[5]" with "116" loads has been buffered by "3" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[4]" with "80" loads has been buffered by "2" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[3]" with "514" loads has been buffered by "17" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[2]" with "258" loads has been buffered by "8" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[1]" with "1026" loads has been buffered by "34" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_fifo_inst.un23_rd_addr_t[0]" with "2050" loads has been buffered by "68" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[31]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[30]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[29]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[28]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[27]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[26]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[25]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[24]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[23]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[22]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[21]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[20]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[19]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[18]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[17]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[16]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[15]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[14]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[13]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[12]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[11]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[10]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[9]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[8]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[7]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[6]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[5]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[4]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[3]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[2]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[1]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din[0]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[31]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[30]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[29]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[28]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[27]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[26]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[25]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[24]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[23]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[22]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[21]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[20]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[19]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[18]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[17]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[16]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[15]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[14]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[13]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[12]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[11]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[10]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[9]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[8]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[7]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[6]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[5]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[4]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[3]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[2]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[1]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din[0]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: MF321 |332 registers to be packed into RAMs/DSPs blocks 
@N: MF322 |Retiming summary: 516 registers retimed to 871 
@N: FA101 |Net "real_out_din_buf[0]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[1]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[2]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[3]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[4]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[5]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[6]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[7]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[8]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[9]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[10]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[11]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[12]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[13]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[14]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[15]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[16]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[17]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[18]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[19]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[20]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[21]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[22]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[23]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[24]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[25]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[26]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[27]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[28]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[29]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[30]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "real_out_din_buf[31]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[0]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[1]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[2]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[3]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[4]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[5]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[6]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[7]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[8]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[9]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[10]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[11]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[12]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[13]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[14]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[15]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[16]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[17]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[18]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[19]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[20]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[21]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[22]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[23]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[24]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[25]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
@N: FA101 |Net "imag_out_din_buf[26]" with "128" loads has been buffered by "4" buffers due to hard fanout limit of "30" 
